id,name,type
3301001,Mccormick High School,school
3301002,Mccormick Middle School,school
3301003,Mccormick Elementary School,school
3410002,Marion High School,school
3410004,Marion Intermediate School,school
3410007,Johnakin Middle School,school
3410008,Mullins High School,school
3410009,Palmetto Middle School,school
3410010,Mccormick Elementary School,school
3410025,Creek Bridge Stem Academy,school
3501020,Mccoll Elementary Middle School,school
3501023,Clio Elementary School,school
3501025,Wallace Elementary Middle School,school
3501026,Marlboro County High School,school
3501027,Bleheim Middle School Of Discovery,school
3501029,Bennettsville Intermediate School,school
3601001,Newberry High School,school
3601002,Mid-Carolina High School,school
3601004,Whitmire Community School,school
3601005,Boundary Street Elementary,school
3601008,Gallman Elementary School,school
3601009,Pomaria-Garmany Elementary School,school
3601010,Little Mountain Elementary School,school
3601015,Reuben Elementary,school
3601018,Newberry Elementary School,school
3601019,Mid-Carolina Middle School,school
3601020,Newberry Middle,school
3601021,Whitmire Community School,school
3601022,Prosperity-Rikard Elementary School,school
3701005,Seneca Senior High School,school
3701006,Walhalla Middle School,school
3701007,Walhalla High School,school
3701008,West-Oak High School,school
3701012,Keowee Elementary School,school
3701013,Northside Elementary School,school
3701016,James M. Brown Elementary School,school
3701017,Ravenel Elementary School,school
3701020,Tamassee-Salem Elementary School,school
3701022,Walhalla Elementary School,school
3701023,Westminster Elementary,school
3701026,Seneca Middle School,school
3701027,Fair-Oak Elementary School,school
3701028,Orchard Park Elementary School,school
3701030,West-Oak Middle School,school
3701031,Blue Ridge Elementary School,school
3809010,Bethune-Bowman Middle/High,school
3809012,Bethune-Bowman Elementary,school
3809018,Holly Hill-Roberts Middle,school
3809019,Holly Hill Elementary School,school
3809021,St. James-Gaillard Elementary,school
3809022,Vance-Providence Elementary,school
3809024,Edisto High School,school
3809025,Carver-Edisto Middle School,school
3809027,Robert E. Howard Middle School,school
3809028,Orangeburg-Wilkinson,school
3809034,Marshall Elementary School,school
3809036,Brookdale Elementary School,school
3809037,William J. Clark Middle School,school
3809039,Sheridan Elementary School,school
3809040,Whittaker Elementary School,school
3809042,North Middle High School,school
3809044,Dover Elementary School,school
3809047,Elloree Elementary/Middle School,school
3809048,Lake Marion High School,school
3809049,Branchville High School,school
3809051,Lockett Elementary School,school
3809053,Edisto Elementary,school
3809054,Hunter- Kinard- Tyler High School,school
3809055,Hunter Kinard Tyler Elementary School,school
3809057,Mellichamp Elementary,school
3809601,Orangeburg High School For Health Professions,school
3901001,Dacusville Middle School,school
3901002,Rc Edwards Middle School,school
3901003,D.W. Daniel High,school
3901004,Richard H. Gettys Middle School,school
3901005,Easley High School,school
3901006,Liberty High School,school
3901007,Pickens Middle School,school
3901008,Pickens High School,school
3901014,Central Academy Of The Arts,school
3901015,Crosswell Elementary School,school
3901016,Dacusville Elementary,school
3901017,East End Elementary School,school
3901018,Forest Acres Elementary,school
3901022,Liberty Elementary,school
3901023,Clemson Elementary School,school
3901025,Pickens Elementary,school
3901027,Six Mile Elementary,school
3901028,West End Elementary,school
3901029,Mckissick Academy Of Science And Technology,school
3901030,Liberty Middle School,school
3901032,Hagood Elementary School,school
3901033,Ambler Elementary,school
4001002,Columbia High School,school
4001004,Dreher High School,school
4001005,Eau Claire High School,school
4001007,A.C. Flora High School,school
4001010,Hopkins Middle School,school
4001011,C A Johnson High School,school
4001012,W.J. Keenan High School,school
4001013,Lower Richland High School,school
4001016,St. Andrews Middle School,school
4001019,Alcorn Middle School,school
4001020,Arden Elementary School,school
4001024,Bradley Elementary School,school
4001025,Brennen Elementary School,school
4001027,Annie Burnside Elementary,school
4001031,Crayton Middle School,school
4001032,Caughman Road Elementary,school
4001034,W. G. Sanders Middle School,school
4001036,Gadsden Elementary,school
4001037,Heyward Gibbes Middle School,school
4001038,A.J. Lewis Greenview Elementary,school
4001039,Hand Middle School,school
4001040,Hopkins Elementary School,school
4001041,Horrell Hill Elementary School,school
4001042,Hyatt Park Elementary,school
4001045,Logan Elementary School,school
4001046,Meadowfield Elementary,school
4001047,Mill Creek Elementary School,school
4001048,A.C. Moore Elementary,school
4001053,Edward E. Taylor Elementary School,school
4001054,Rosewood Elementary School,school
4001055,South Kilbourne Elementary,school
4001056,Satchel Ford Elementary School,school
4001059,William S. Sandel Elementary School,school
4001060,Hb Rhame Elementary,school
4001062,John P Thomas Elementary,school
4001064,Webber Elementary,school
4001067,W.A. Perry Middle School,school
4001088,Carver-Lyon Elementary School,school
4001089,Burton-Pack Elementary School,school
4001090,Pine Grove Elementary,school
4001091,Southeast Middle,school
4001092,Watkins-Nance Elementary School,school
4001093,Forest Heights Elementary School,school
4001094,Brockman Elementary,school
4001601,Richland One Charter Middle College,school
4001603,Carolina School For Inquiry,school
4001905,Pendergrass-Fairwold School,school
4002069,Spring Valley High School,school
4002070,Bethel-Hanberry Elementary School,school
4002072,Dent Middle School,school
4002073,L.W. Conder Elementary Arts Integrated Magnet School,school
4002074,Forest Lake Elementary,school
4002075,Joseph Keels Elementary,school
4002076,Lonnie B. Nelson Elementary School,school
4002077,Windsor Elementary,school
4002078,E. L. Wright Middle School,school
4002079,Richland Northeast High School,school
4002080,North Springs Elementary,school
4002081,Pontiac Elementary School,school
4002082,Summit Parkway Middle School,school
4002083,Rice Creek Elementary,school
4002084,Ridge View High School,school
4002085,Blythewood Middle School,school
4002086,Killian Elementary Steam Leaders Magnet,school
4002087,Bookman Road Elementary,school
4002090,Round Top Elementary,school
4002091,Kelly Mill Med Pro Middle School,school
4002092,Blythewood High School,school
4002093,Sandlapper Elementary,school
4002094,Polo Road Elementary School,school
4002095,Longleaf Middle School,school
4002096,Bridge Creek Elementary,school
4002097,Langford Elementary,school
4002098,Muller Road Middle School,school
4002100,Westwood High School,school
4002101,Catawba Trail Elementary,school
4002102,Lake Carolina Elementary Upper Campus,school
4002103,Jackson Creek Elementary,school
4002600,Richland Two Charter High,school
4101003,Saluda High School,school
4101005,Saluda Middle School,school
4101006,Saluda Elementary School,school
4101010,Hollywood Elementary School,school
4201002,Chapman High School,school
4201003,Landrum High School,school
4201004,T.E. Mabry Middle,school
4201006,Campobello-Gramling School,school
4201007,O.P. Earle Elementary,school
4201009,Holly Springs-Motlow Elementary,school
4201011,New Prospect Elementary,school
4201087,Landrum Middle School,school
4201088,Inman Intermediate School,school
4202012,Boiling Springs High School,school
4202013,Chesnee High School,school
4202014,Boiling Springs Middle School,school
4202015,Boiling Springs Elementary School,school
4202018,Chesnee Elementary School,school
4202019,Cooley Springs-Fingerville Elementary School,school
4202020,James H Hendrix Elementary School,school
4202023,Mayo Elementary School,school
4202024,Boiling Springs Intermediate School,school
4202086,Chesnee Middle School,school
4202087,Carlisle-Foster's Grove Elementary,school
4202088,Oakland Elementary,school
4202089,Rainbow Lake Middle School,school
4202090,Shoally Creek Elementary,school
4203025,Cowpens Middle School,school
4203026,Broome High School,school
4203027,Middle School Of Pacolet,school
4203028,Cannons Elementary School,school
4203030,Cowpens Elementary School,school
4203034,Pacolet Elementary School,school
4204035,Woodruff Middle School,school
4204036,Woodruff High School,school
4204042,Woodruff Elementary School,school
4205043,James F. Byrnes High School,school
4205045,D. R. Hill Middle School,school
4205046,Duncan Elementary School Of The Arts,school
4205049,Reidville Elementary School,school
4205052,Wellford Academy Of Science And Technology,school
4205089,Beech Springs Intermediate School,school
4205090,River Ridge Elementary School,school
4205091,Berry Shoals Intermediate School,school
4205092,Florence Chapel Middle,school
4205094,Abner Creek Academy,school
4205095,Lyman Elementary School,school
4206053,Dorman High School,school
4206054,Fairforest Middle School,school
4206056,L. E. Gable Middle School,school
4206057,Arcadia Elementary,school
4206058,Fairforest Elementary School,school
4206060,R.P. Dawkins Middle School,school
4206061,Lone Oak Elementary School,school
4206062,Pauline-Glenn Springs Elementary School,school
4206065,Jesse S. Bobo Elementary School,school
4206066,West View Elementary School,school
4206067,Woodland Heights Elementary School,school
4206086,Roebuck Elementary School,school
4206088,Anderson Mill Elementary School,school
4207068,Carver Middle School,school
4207071,Jg Mccracken Middle School,school
4207073,Spartanburg High School,school
4207074,Jesse W. Boyd Elementary School,school
4207075,Ep Todd School,school
4207077,The Cleveland Academy Of Leadership,school
4207082,Pine Street Elementary School,school
4207085,Mary H. Wright Elementary School,school
4207087,Drayton Mills Elementary School,school
4207200,Meeting Street Academy,school
4301002,Ebenezer Middle School,school
4301003,Furman Middle,school
4301004,Hillcrest Middle School,school
4301008,Cherryvale Elementary School,school
4301010,R.E. Davis College Preparatory Academy,school
4301012,High Hills Elementary School,school
4301014,Manchester Elementary School,school
4301017,Rafting Creek Elementary School,school
4301021,Alice Drive Middle School,school
4301022,Bates Middle,school
4301024,Sumter High School,school
4301026,Alice Drive Elementary,school
4301029,Crosswell Drive Elementary,school
4301031,Lemira Elementary School,school
4301033,Millwood Elementary School,school
4301038,Wilder,school
4301039,Willow Drive Elementary,school
4301040,Pocalla Springs Elementary School,school
4301041,Kingsbury Elementary School,school
4301042,Crestwood High School,school
4301043,Lakewood High,school
4301044,Chestnut Oaks Middle,school
4401004,Sims Middle School,school
4401005,Union County High School,school
4401007,Buffalo Elementary School,school
4401012,Foster Park Elementary School,school
4401014,Jonesville Elementary Middle School,school
4401017,Monarch Elementary School,school
4501006,Hemingway High School,school
4501007,Kingstree Middle Magnet School Of The Arts,school
4501008,Kingstree High School,school
4501012,Ce Murray High School,school
4501017,Greeleyville Elementary School,school
4501021,Kenneth Gardner Elementary School,school
4501024,Hemingway Elementary School,school
4501025,Hemingway M.B. Lee Middle School,school
4501027,Ce Murray Middle School,school
4601003,York Comprehensive High School,school
4601008,Jefferson Elementary,school
4601044,York Middle School,school
4601045,Hickory Grove Sharon Elementary,school
4601046,Hunter Street Elementary,school
4601047,Cotton Belt Elementary,school
4601048,York Intermediate School,school
4601049,Harold C. Johnson Elementary,school
4602010,Clover High School,school
4602011,Bethany Elementary,school
4602012,Bethel Elementary School,school
4602013,Clover Middle School,school
4602014,Kinard Elementary School,school
4602016,Oakridge Middle School,school
4602018,Larne Elementary School,school
4602047,Griggs Road Elementary,school
4602051,Crowders Creek Elementary,school
4602052,Oakridge Elementary School,school
4603015,Castle Heights Middle School,school
4603016,Northwestern High School,school
4603017,Rock Hill High,school
4603018,Sullivan Middle School,school
4603019,Rawlinson Road Middle School,school
4603020,Belleview Elementary School,school
4603022,Ebenezer Avenue Elementary,school
4603023,Ebinport Elementary,school
4603026,Finley Road Elementary School,school
4603027,Lesslie Elementary School,school
4603029,Northside Elementary,school
4603030,Oakdale Steam Elementary,school
4603031,Richmond Drive Elementary,school
4603032,Rosewood Elementary School,school
4603033,Sunset Park,school
4603035,York Road Elementary School,school
4603036,Independence Elementary School,school
4603037,Mt. Gallant Elementary,school
4603038,Saluda Trail Middle School,school
4603039,India Hook Elementary School,school
4603040,Old Pointe Elementary School,school
4603041,South Pointe High School,school
4603042,Dutchman Creek Middle School,school
4603043,Mount Holly Elementary School,school
4603044,Cherry Park Elementary School Of Language Immersion,school
4603602,The Palmetto School,school
4604036,Fort Mill High School,school
4604037,Fort Mill Middle School,school
4604042,Riverview Elementary School,school
4604043,Fort Mill Elementary School,school
4604048,Gold Hill Elementary School,school
4604049,Gold Hill Middle School,school
4604051,Orchard Park Elementary,school
4604052,Springfield Elementary School,school
4604053,Springfield Middle School,school
4604054,Nation Ford High School,school
4604055,Pleasant Knoll Elementary School,school
4604056,Sugar Creek Elementary,school
4604057,Banks Trail Middle School,school
4604058,Tega Cay Elementary,school
4604059,Doby's Bridge Elementary School,school
4604060,Pleasant Knoll Middle School,school
4604061,Catawba Ridge High School,school
4604062,River Trail Elementary School,school
4604063,Kings Town Elementary School,school
4701006,Spartanburg Preparatory School,school
4701010,Palmetto Scholars Academy,school
4701011,York Preparatory Academy,school
4701013,East Point Academy,school
4701014,SC Whitmore School,school
4701017,Youth Leadership Academy,school
4701019,Cape Romain Environmental Education Charter School,school
4701020,Fox Creek High School,school
4701021,Midlands Middle College,school
4701026,Green Charter School,school
4701027,Bridges Preparatory School,school
4701029,"Pee Dee Math, Science, And Technology Academy",school
4701033,Riverwalk Academy,school
4701034,High Point Academy,school
4701036,Lead Academy Public Charter School,school
4701037,Lowcountry Montessori School,school
4701039,The Next School,school
4701040,Tall Pines Stem Academy,school
4701042,Felton Laboratory Charter School,school
4701043,Greenville Technical Charter High School,school
4701044,Green Charter School Of The Midlands,school
4701047,Greer Middle College Charter High School,school
4701048,Legacy Early College,school
4701050,East Link Academy Charter School,school
4701051,Bettis Preparatory,school
4701053,Polaris Tech Charter School,school
4701054,Lakes And Bridges Charter School,school
4701055,Charleston Advancement Academy,school
4701056,Midlands Arts Conservatory,school
4701057,Green Charter School Of Spartanburg,school
4701060,Butler Academy,school
4801001,Virtus Academy Of Sc,school
4801002,Belton Preparatory Academy,school
4801003,Montessori School Of Camden,school
4801004,Royal Live Oaks Academy Of The Arts & Sciences Charter School,school
4801005,Oceanside Collegiate Academy,school
4801006,Mevers School Of Excellence,school
4801007,Gray Collegiate Academy,school
4801008,Coastal Leadership Academy,school
4801009,Midlands Stem Institute,school
4801010,Odyssey Online Learning,school
4801011,South Carolina Virtual Charter School,school
4801012,Cyber Academy Of South Carolina,school
4801013,Calhoun Falls Charter School,school
4801014,Clear Dot Charter School,school
4801015,Thornwell Charter School,school
4801016,Legion Collegiate Academy,school
4801017,Summit Classical School,school
4801018,South Carolina Connections Academy,school
4801019,Lowcountry Leadership Charter School,school
4801020,Cherokee Charter Academy,school
4801021,Horse Creek Academy,school
4801022,Brashier Middle College Charter High School,school
5205003,Governor's School For Agriculture At John De La Howe,school
5207005,SC School For The Blind High,school
5207007,SC School For The Deaf High,school
5207009,SC School For The Deaf Elementary/Middle,school
5207010,SC School For The Blind Elementary/Middle,school
5207011,Cedar Springs Academy,school
5364001,SC Governor's School For The Arts And Humanities,school
5395001,SC Governor's School for Science and Mathematics,school
