ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,StudentsinPoverty_PctCurrYr,StudentsinPoverty_PctLastYr,TCHSALARY_AvgCurrYr,TCHSALARY_AvgLastYr,ExpendforInstruct_PctCurrYr,ExpendforInstruct_PctLastYr,ExpendforTchSalaries_PctCurrYr,ExpendforTchSalaries_PctLastYr,AdminSalary_CurrYr,AdminSalary_LastYr,StateLocalPersonnelPPE_CurrYr,StateLocalPersonnelPPE_LastYr,FedPersonnelPPE_CurrYr,FedPersonnelPPE_LastYr,StateLocalNonPersPPE_CurrYr,StateLocalNonPersPPE_LastYr,FederalNonPersonnelPPE_CurrYr,FederalNonPersonnelPPE_LastYr,TotalStateLocalPPE_CurrYr,TotalStateLocalPPE_LastYr,TotalFederalPPE_CurrYr,TotalFederalPPE_LastYr,TotalPPE_CurrYr,TotalPPE_LastYr
2019,Greenwood School District 50,Merrywood Elementary,2450012,E,75.86,73.6,"$48,407","$47,722",,,,,"$87,525","$85,884","$6,630",N/A,"$1,291",N/A,"$1,227",N/A,$528,N/A,"$7,856",N/A,"$1,819",N/A,"$9,676",
2019,Greenwood School District 50,Pinecrest Elementary School,2450014,E,85.26,80.4,"$52,218","$50,488",,,,,"$87,525","$85,884","$7,643",N/A,"$1,196",N/A,$908,N/A,$572,N/A,"$8,551",N/A,"$1,768",N/A,"$10,319",
2019,Greenwood School District 50,Hodges Elementary School,2450016,E,61.38,62.7,"$45,651","$46,077",,,,,"$87,525","$85,884","$6,950",N/A,$850,N/A,"$1,080",N/A,$662,N/A,"$8,030",N/A,"$1,512",N/A,"$9,542",
2019,Greenwood School District 50,Brewer Middle School,2450017,M,70.82,69.2,"$50,285","$48,734",,,,,"$87,525","$85,884","$7,212",N/A,$452,N/A,"$1,217",N/A,$457,N/A,"$8,428",N/A,$909,N/A,"$9,337",
2019,Greenwood School District 50,Woodfields Elementary,2450018,E,87.4,84.8,"$48,028","$47,531",,,,,"$87,525","$85,884","$6,707",N/A,"$1,025",N/A,$962,N/A,$478,N/A,"$7,669",N/A,"$1,503",N/A,"$9,172",
2019,Greenwood School District 50,Springfield Elementary,2450028,E,73.71,70.6,"$46,687","$47,587",,,,,"$87,525","$85,884","$6,654",N/A,"$1,016",N/A,$955,N/A,$614,N/A,"$7,609",N/A,"$1,630",N/A,"$9,239",
2019,Greenwood School District 50,Westview Middle School,2450029,M,69.3,69.1,"$49,514","$49,109",,,,,"$87,525","$85,884","$7,524",N/A,$497,N/A,"$1,151",N/A,$476,N/A,"$8,675",N/A,$973,N/A,"$9,648",
2019,Greenwood School District 50,Greenwood School District 50,2450999,D,73.52,72.3,"$49,014","$48,287",$53,$54,$47,$48,"$87,525","$85,884","$7,294",N/A,$753,N/A,"$1,170",N/A,$514,N/A,"$8,465",N/A,"$1,267",N/A,"$9,732","$10,021"
2019,Greenwood School District 51,Ware Shoals High School,2451020,H,63.14,66.4,"$46,458","$45,807",,,,,"$69,648","$70,464","$9,360",N/A,$471,N/A,"$2,947",N/A,$136,N/A,"$12,308",N/A,$607,N/A,"$12,915",
2019,Greenwood School District 51,Ware Shoals Primary,2451022,E,83.61,82.6,"$42,957","$41,648",,,,,"$69,648","$70,464","$5,754",N/A,"$1,303",N/A,"$1,758",N/A,$456,N/A,"$7,511",N/A,"$1,759",N/A,"$9,270",
2019,Greenwood School District 51,Ware Shoals Elementary Middle,2451024,M,76.68,74.7,"$43,931","$45,584",,,,,"$69,648","$70,464","$7,575",N/A,$436,N/A,"$1,733",N/A,$75,N/A,"$9,308",N/A,$511,N/A,"$9,819",
2019,Greenwood School District 51,Greenwood School District 51,2451999,D,76.17,76.0,"$44,342","$44,018",$56,$55,$48,$51,"$69,648","$70,464","$7,235",N/A,$828,N/A,"$2,060",N/A,$259,N/A,"$9,295",N/A,"$1,087",N/A,"$10,382","$10,872"
2019,Greenwood County School District 52,Ninety Six High,2452025,H,49.32,49.8,"$46,430","$48,657",,,,,"$76,763","$76,987","$7,204",N/A,$61,N/A,"$1,666",N/A,$555,N/A,"$8,870",N/A,$617,N/A,"$9,486",
2019,Greenwood County School District 52,Edgewood Middle,2452026,M,60.57,56.8,"$50,267","$50,166",,,,,"$76,763","$76,987","$7,145",N/A,$392,N/A,"$1,791",N/A,$124,N/A,"$8,936",N/A,$515,N/A,"$9,451",
2019,Greenwood County School District 52,Ninety Six Elementary School,2452027,E,67.33,65.2,"$50,249","$52,793",,,,,"$76,763","$76,987","$6,773",N/A,$543,N/A,"$1,123",N/A,$558,N/A,"$7,896",N/A,"$1,101",N/A,"$8,997",
2019,Greenwood County School District 52,Ninety Six Primary School,2452028,P,73.63,73.4,"$47,676","$52,187",,,,,"$76,763","$76,987","$6,137",N/A,$720,N/A,"$1,231",N/A,$677,N/A,"$7,368",N/A,"$1,398",N/A,"$8,766",
2019,Greenwood County School District 52,Greenwood County School District 52,2452999,D,62.15,60.5,"$48,439","$50,671",$53,$52,$47,$48,"$76,763","$76,987","$6,821",N/A,$413,N/A,"$1,458",N/A,$491,N/A,"$8,279",N/A,$904,N/A,"$9,183","$10,520"
2019,Hampton 1,Wade Hampton High School,2501001,H,71.76,66.2,"$47,059","$48,320",,,,,"$76,134","$75,213","$7,138",N/A,$559,N/A,"$2,069",N/A,$449,N/A,"$9,207",N/A,"$1,008",N/A,"$10,216",
2019,Hampton 1,Brunson Elementary School,2501004,E,75,77.2,"$54,587","$51,627",,,,,"$76,134","$75,213","$8,180",N/A,$642,N/A,"$2,442",N/A,$435,N/A,"$10,622",N/A,"$1,077",N/A,"$11,699",
2019,Hampton 1,Hampton Elementary School,2501006,E,83.15,82.3,"$50,958","$50,642",,,,,"$76,134","$75,213","$8,035",N/A,$771,N/A,"$1,467",N/A,$437,N/A,"$9,501",N/A,"$1,208",N/A,"$10,709",
2019,Hampton 1,North District Middle,2501008,M,78.96,72.7,"$50,000","$50,379",,,,,"$76,134","$75,213","$8,318",N/A,$529,N/A,"$1,251",N/A,$425,N/A,"$9,569",N/A,$954,N/A,"$10,523",
2019,Hampton 1,Varnville Elementary School,2501009,P,83.62,84.6,"$48,108","$45,779",,,,,"$76,134","$75,213","$6,546",N/A,"$1,004",N/A,"$1,190",N/A,$420,N/A,"$7,737",N/A,"$1,424",N/A,"$9,161",
2019,Hampton 1,Fennell Elementary School,2501010,E,86.33,85.3,"$44,711","$41,457",,,,,"$76,134","$75,213","$9,223",N/A,$771,N/A,"$1,954",N/A,$472,N/A,"$11,177",N/A,"$1,243",N/A,"$12,420",
2019,Hampton 1,Ben Hazel Primary,2501018,P,79.21,76.6,"$48,098","$45,624",,,,,"$76,134","$75,213","$8,475",N/A,$980,N/A,"$1,472",N/A,$423,N/A,"$9,947",N/A,"$1,403",N/A,"$11,350",
2019,Hampton 2,Estill High School,2502011,H,84.92,87.4,"$46,358","$47,986",,,,,"$69,882","$70,989","$12,586",N/A,"$1,481",N/A,"$3,702",N/A,$929,N/A,"$16,288",N/A,"$2,410",N/A,"$18,698",
2019,Hampton 2,Estill Middle School,2502014,M,91.33,92.2,"$48,377","$41,755",,,,,"$69,882","$70,989","$10,340",N/A,"$1,983",N/A,"$2,890",N/A,$666,N/A,"$13,230",N/A,"$2,649",N/A,"$15,879",
2019,Hampton 2,Estill Elementary,2502017,E,94.97,94.6,"$43,906","$47,246",,,,,"$69,882","$70,989","$8,196",N/A,"$1,909",N/A,"$2,313",N/A,"$1,012",N/A,"$10,508",N/A,"$2,921",N/A,"$13,430",
2019,Horry County Schools,Aynor High School,2601001,H,51.6,54.1,"$59,076","$59,368",,,,,"$92,120","$90,464","$10,100",N/A,$656,N/A,"$1,682",N/A,$310,N/A,"$11,782",N/A,$965,N/A,"$12,747",
2019,Horry County Schools,North Myrtle Beach High School,2601002,H,56.07,56.2,"$53,750","$55,586",,,,,"$92,120","$90,464","$8,196",N/A,$590,N/A,"$1,349",N/A,$258,N/A,"$9,545",N/A,$848,N/A,"$10,392",
2019,Horry County Schools,Conway High School,2601004,H,67.73,68.6,"$56,004","$54,445",,,,,"$92,120","$90,464","$9,053",N/A,$730,N/A,"$1,436",N/A,$335,N/A,"$10,489",N/A,"$1,065",N/A,"$11,554",
2019,Horry County Schools,Green Sea Floyds High School,2601006,H,74.38,71.8,"$54,346","$52,693",,,,,"$92,120","$90,464","$11,540",N/A,"$1,384",N/A,"$1,767",N/A,$498,N/A,"$13,306",N/A,"$1,883",N/A,"$15,189",
2019,Horry County Schools,Green Sea Floyds High School,2601006,M,74.38,71.8,"$54,346","$52,693",,,,,"$92,120","$90,464","$11,540",N/A,"$1,384",N/A,"$1,767",N/A,$498,N/A,"$13,306",N/A,"$1,883",N/A,"$15,189",
2019,Horry County Schools,Loris High School,2601008,H,72.32,72.7,"$62,459","$57,633",,,,,"$92,120","$90,464","$10,044",N/A,"$1,151",N/A,"$1,708",N/A,$399,N/A,"$11,751",N/A,"$1,550",N/A,"$13,301",
2019,Horry County Schools,Myrtle Beach High School,2601010,H,62.17,62.4,"$53,662","$52,854",,,,,"$92,120","$90,464","$8,240",N/A,$763,N/A,"$1,463",N/A,$295,N/A,"$9,703",N/A,"$1,058",N/A,"$10,761",
2019,Horry County Schools,Socastee High School,2601011,H,53.15,51.6,"$57,863","$56,222",,,,,"$92,120","$90,464","$8,730",N/A,$702,N/A,"$1,364",N/A,$229,N/A,"$10,094",N/A,$931,N/A,"$11,025",
2019,Horry County Schools,Whittemore Park Middle,2601013,M,85.62,83.1,"$52,088","$51,952",,,,,"$92,120","$90,464","$8,436",N/A,"$1,419",N/A,"$1,103",N/A,$413,N/A,"$9,539",N/A,"$1,832",N/A,"$11,371",
2019,Horry County Schools,Aynor Elementary School,2601014,E,69.28,69.3,"$51,936","$51,972",,,,,"$92,120","$90,464","$7,789",N/A,$759,N/A,"$1,073",N/A,$235,N/A,"$8,862",N/A,$994,N/A,"$9,857",
2019,Horry County Schools,Myrtle Beach Middle School,2601016,M,74.13,72.4,"$53,387","$53,476",,,,,"$92,120","$90,464","$7,274",N/A,$902,N/A,$850,N/A,$354,N/A,"$8,124",N/A,"$1,256",N/A,"$9,381",
2019,Horry County Schools,Conway Middle School,2601017,M,67.75,63.3,"$53,304","$51,378",,,,,"$92,120","$90,464","$8,184",N/A,$730,N/A,"$1,256",N/A,$231,N/A,"$9,440",N/A,$962,N/A,"$10,402",
2019,Horry County Schools,Daisy Elementary School,2601021,E,84.76,82.0,"$55,908","$54,076",,,,,"$92,120","$90,464","$8,603",N/A,"$1,554",N/A,"$1,173",N/A,$363,N/A,"$9,776",N/A,"$1,917",N/A,"$11,693",
2019,Horry County Schools,Green Sea Floyds Elementary,2601023,E,82.18,80.8,"$53,439","$53,077",,,,,"$92,120","$90,464","$7,933",N/A,"$1,655",N/A,"$1,022",N/A,$404,N/A,"$8,955",N/A,"$2,060",N/A,"$11,014",
2019,Horry County Schools,Homewood Elementry,2601025,E,85.56,86.1,"$49,613","$51,459",,,,,"$92,120","$90,464","$7,909",N/A,"$1,483",N/A,"$1,197",N/A,$493,N/A,"$9,106",N/A,"$1,976",N/A,"$11,082",
2019,Horry County Schools,Loris Middle School,2601027,M,79.52,78.5,"$52,171","$56,034",,,,,"$92,120","$90,464","$8,886",N/A,"$1,230",N/A,"$1,074",N/A,$350,N/A,"$9,960",N/A,"$1,580",N/A,"$11,540",
2019,Horry County Schools,Kingston Elementary,2601028,E,73.91,71.5,"$51,776","$53,447",,,,,"$92,120","$90,464","$8,258",N/A,"$1,374",N/A,"$1,198",N/A,$365,N/A,"$9,456",N/A,"$1,740",N/A,"$11,195",
2019,Horry County Schools,Lakewood Elementary School,2601029,E,65.05,64.9,"$52,372","$52,096",,,,,"$92,120","$90,464","$7,164",N/A,$907,N/A,"$1,085",N/A,$261,N/A,"$8,250",N/A,"$1,168",N/A,"$9,417",
2019,Horry County Schools,St James Elementary School,2601030,E,56.03,54.8,"$55,311","$55,666",,,,,"$92,120","$90,464","$7,508",N/A,$808,N/A,"$1,002",N/A,$195,N/A,"$8,509",N/A,"$1,003",N/A,"$9,513",
2019,Horry County Schools,Loris Elementary,2601032,E,85.09,83.5,"$49,545","$48,639",,,,,"$92,120","$90,464","$8,002",N/A,"$1,357",N/A,"$1,229",N/A,$357,N/A,"$9,230",N/A,"$1,714",N/A,"$10,944",
2019,Horry County Schools,Midland Elementary,2601033,E,69.89,69.4,"$54,564","$57,629",,,,,"$92,120","$90,464","$8,122",N/A,$788,N/A,"$1,082",N/A,$196,N/A,"$9,204",N/A,$984,N/A,"$10,188",
2019,Horry County Schools,Myrtle Beach Elementary,2601034,P,79.18,78.0,"$54,016","$50,746",,,,,"$92,120","$90,464","$7,614",N/A,"$1,429",N/A,"$1,138",N/A,$406,N/A,"$8,752",N/A,"$1,836",N/A,"$10,588",
2019,Horry County Schools,Myrtle Beach Primary School,2601035,P,84.8,84.0,"$52,773","$52,326",,,,,"$92,120","$90,464","$7,356",N/A,"$1,864",N/A,"$1,132",N/A,$400,N/A,"$8,488",N/A,"$2,264",N/A,"$10,752",
2019,Horry County Schools,Conway Elementary,2601036,E,63.32,64.2,"$49,826","$49,572",,,,,"$92,120","$90,464","$7,946",N/A,$625,N/A,"$1,217",N/A,$244,N/A,"$9,163",N/A,$869,N/A,"$10,032",
2019,Horry County Schools,North Myrtle Beach Middle School,2601037,M,65.2,63.7,"$52,222","$54,404",,,,,"$92,120","$90,464","$7,394",N/A,$684,N/A,$878,N/A,$221,N/A,"$8,271",N/A,$905,N/A,"$9,176",
2019,Horry County Schools,Pee Dee Elementary School,2601039,E,82.6,84.9,"$50,897","$50,209",,,,,"$92,120","$90,464","$7,230",N/A,"$1,676",N/A,"$1,005",N/A,$432,N/A,"$8,235",N/A,"$2,108",N/A,"$10,343",
2019,Horry County Schools,Waccamaw Elementary,2601042,E,82.59,81.6,"$53,271","$51,091",,,,,"$92,120","$90,464","$7,304",N/A,"$1,359",N/A,"$1,199",N/A,$469,N/A,"$8,503",N/A,"$1,828",N/A,"$10,331",
2019,Horry County Schools,South Conway Elementary,2601045,E,83.72,85.6,"$52,781","$55,053",,,,,"$92,120","$90,464","$9,030",N/A,"$1,596",N/A,"$1,215",N/A,$458,N/A,"$10,246",N/A,"$2,054",N/A,"$12,300",
2019,Horry County Schools,Forestbrook Elementary School,2601046,E,62.92,64.3,"$55,400","$54,189",,,,,"$92,120","$90,464","$7,553",N/A,$940,N/A,"$1,048",N/A,$230,N/A,"$8,602",N/A,"$1,171",N/A,"$9,772",
2019,Horry County Schools,St. James Middle School,2601047,M,53.24,52.1,"$52,493","$51,210",,,,,"$92,120","$90,464","$7,869",N/A,$558,N/A,$982,N/A,$181,N/A,"$8,851",N/A,$739,N/A,"$9,590",
2019,Horry County Schools,Carolina Forest Elementary School,2601049,E,59.06,56.6,"$50,591","$50,120",,,,,"$92,120","$90,464","$7,463",N/A,$858,N/A,"$1,099",N/A,$208,N/A,"$8,562",N/A,"$1,067",N/A,"$9,628",
2019,Horry County Schools,Seaside Elementary,2601050,E,68.12,67.4,"$56,535","$52,754",,,,,"$92,120","$90,464","$8,340",N/A,$788,N/A,"$1,164",N/A,$191,N/A,"$9,505",N/A,$978,N/A,"$10,483",
2019,Horry County Schools,Forestbrook Middle School,2601051,M,64.11,61.7,"$52,404","$52,539",,,,,"$92,120","$90,464","$7,356",N/A,$709,N/A,"$1,005",N/A,$198,N/A,"$8,361",N/A,$907,N/A,"$9,268",
2019,Horry County Schools,Carolina Forest High,2601052,H,50.47,51.0,"$57,345","$56,247",,,,,"$92,120","$90,464","$7,878",N/A,$644,N/A,"$1,364",N/A,$222,N/A,"$9,242",N/A,$866,N/A,"$10,107",
2019,Horry County Schools,Myrtle Beach Intermediate,2601053,E,79.58,77.2,"$52,127","$52,341",,,,,"$92,120","$90,464","$7,128",N/A,"$1,003",N/A,$981,N/A,$348,N/A,"$8,109",N/A,"$1,352",N/A,"$9,460",
2019,Horry County Schools,Socastee Elementary,2601054,E,81.22,81.5,"$54,970","$55,438",,,,,"$92,120","$90,464","$7,637",N/A,"$1,322",N/A,"$1,049",N/A,$429,N/A,"$8,686",N/A,"$1,751",N/A,"$10,437",
2019,Horry County Schools,Palmetto Bays Elementary School,2601056,E,80.48,82.3,"$53,160","$51,326",,,,,"$92,120","$90,464","$8,014",N/A,"$1,594",N/A,"$1,072",N/A,$384,N/A,"$9,086",N/A,"$1,978",N/A,"$11,064",
2019,Horry County Schools,Aynor Middle School,2601057,M,63.36,62.0,"$53,848","$54,129",,,,,"$92,120","$90,464","$7,837",N/A,$765,N/A,$987,N/A,$181,N/A,"$8,825",N/A,$947,N/A,"$9,771",
2019,Horry County Schools,St. James High School,2601058,H,48.12,48.7,"$54,852","$55,170",,,,,"$92,120","$90,464","$8,600",N/A,$638,N/A,"$1,321",N/A,$253,N/A,"$9,921",N/A,$891,N/A,"$10,812",
2019,Horry County Schools,Ocean Bay Elementary,2601060,E,39.18,38.4,"$54,146","$52,392",,,,,"$92,120","$90,464","$7,096",N/A,$645,N/A,$997,N/A,$161,N/A,"$8,094",N/A,$806,N/A,"$8,899",
2019,Horry County Schools,Ocean Bay Middle School,2601061,M,41.55,44.9,"$53,402","$50,958",,,,,"$92,120","$90,464","$8,607",N/A,$577,N/A,"$1,232",N/A,$202,N/A,"$9,839",N/A,$779,N/A,"$10,618",
2019,Horry County Schools,Black Water Middle School,2601062,M,79.94,73.9,"$50,725","$50,749",,,,,"$92,120","$90,464","$8,628",N/A,$666,N/A,"$1,016",N/A,$231,N/A,"$9,644",N/A,$897,N/A,"$10,541",
2019,Horry County Schools,Burgess Elementary School,2601063,E,66.07,63.5,"$51,610","$51,271",,,,,"$92,120","$90,464","$7,383",N/A,$893,N/A,"$1,193",N/A,$232,N/A,"$8,577",N/A,"$1,125",N/A,"$9,701",
2019,Horry County Schools,Hcs Early College High School,2601064,H,73.42,71.4,"$56,430","$54,749",,,,,"$92,120","$90,464","$7,883",N/A,$522,N/A,"$1,320",N/A,$253,N/A,"$9,203",N/A,$776,N/A,"$9,979",
2019,Horry County Schools,River Oaks Elementary School,2601065,E,57.63,59.3,"$54,661","$52,801",,,,,"$92,120","$90,464","$6,699",N/A,$857,N/A,$992,N/A,$204,N/A,"$7,691",N/A,"$1,061",N/A,"$8,752",
2019,Horry County Schools,Ocean Drive Elementary School,2601066,E,58.34,62.6,"$49,293","$52,232",,,,,"$92,120","$90,464","$6,949",N/A,$888,N/A,$983,N/A,$200,N/A,"$7,932",N/A,"$1,088",N/A,"$9,020",
2019,Horry County Schools,Waterway Elementary,2601067,E,73.2,70.3,"$51,355","$50,317",,,,,"$92,120","$90,464","$7,577",N/A,"$1,114",N/A,"$1,109",N/A,$353,N/A,"$8,687",N/A,"$1,467",N/A,"$10,154",
2019,Horry County Schools,Riverside Elementary,2601068,E,74.73,74.7,"$54,912","$55,601",,,,,"$92,120","$90,464","$7,936",N/A,"$1,479",N/A,"$1,107",N/A,$366,N/A,"$9,044",N/A,"$1,845",N/A,"$10,889",
2019,Horry County Schools,Socastee Middle School,2601069,M,56.05,58.9,"$50,647","$49,115",,,,,"$92,120","$90,464","$8,593",N/A,$782,N/A,"$1,054",N/A,$190,N/A,"$9,647",N/A,$972,N/A,"$10,619",
2019,Horry County Schools,Ten Oaks Middle School,2601070,M,51.14,47.9,"$54,344","$56,528",,,,,"$92,120","$90,464","$7,216",N/A,$584,N/A,$786,N/A,$213,N/A,"$8,002",N/A,$797,N/A,"$8,799",
2019,Horry County Schools,St James Intermediate School,2601071,E,57.05,57.8,"$53,130","$50,689",,,,,"$92,120","$90,464","$6,716",N/A,$599,N/A,$774,N/A,$195,N/A,"$7,490",N/A,$794,N/A,"$8,284",
2019,Horry County Schools,Bridgewater Academy Charter,2601601,E,80.25,80.4,"$39,367","$41,982",,,,,"$92,120","$90,464","$6,516",N/A,$842,N/A,"$2,038",N/A,$312,N/A,"$8,554",N/A,"$1,154",N/A,"$9,708",
2019,Horry County Schools,Bridgewater Academy Charter,2601601,M,80.25,80.4,"$39,367","$41,982",,,,,"$92,120","$90,464","$6,516",N/A,$842,N/A,"$2,038",N/A,$312,N/A,"$8,554",N/A,"$1,154",N/A,"$9,708",
2019,Horry County Schools,Palmetto Academy Of Learning And Success,2601602,E,37.78,36.3,"$42,393","$39,818",,,,,"$92,120","$90,464","$5,889",N/A,$238,N/A,"$1,980",N/A,$458,N/A,"$7,869",N/A,$696,N/A,"$8,565",
2019,Horry County Schools,Palmetto Academy Of Learning And Success,2601602,M,37.78,36.3,"$42,393","$39,818",,,,,"$92,120","$90,464","$5,889",N/A,$238,N/A,"$1,980",N/A,$458,N/A,"$7,869",N/A,$696,N/A,"$8,565",
2019,Horry County Schools,Academy Of Hope,2601603,E,92.36,94.0,,,,,,,"$92,120","$90,464","$7,723",N/A,"$1,227",N/A,"$2,543",N/A,$672,N/A,"$10,266",N/A,"$1,899",N/A,"$12,166",
2019,Horry County Schools,Academy Of Hope,2601603,M,92.36,94.0,,,,,,,"$92,120","$90,464","$7,723",N/A,"$1,227",N/A,"$2,543",N/A,$672,N/A,"$10,266",N/A,"$1,899",N/A,"$12,166",
2019,Horry County Schools,Palmetto Academy Of Learning Motorsports (Palm),2601604,H,72.46,72.0,"$43,548","$43,583",,,,,"$92,120","$90,464","$8,737",N/A,"$1,258",N/A,"$2,898",N/A,$506,N/A,"$11,635",N/A,"$1,764",N/A,"$13,399",
2019,Horry County Schools,Horry County Schools,2601999,D,65.65,65.4,"$53,796","$53,438",$58,$59,$49,$55,"$92,120","$90,464","$7,977",N/A,$939,N/A,"$1,186",N/A,$291,N/A,"$9,163",N/A,"$1,230",N/A,"$10,393","$10,299"
2019,Jasper,Hardeeville Elementary School,2701010,E,86.89,88.3,"$50,754","$52,131",,,,,"$81,597","$79,143","$9,957",N/A,"$1,366",N/A,"$2,373",N/A,"$1,266",N/A,"$12,329",N/A,"$2,632",N/A,"$14,961",
2019,Jasper,Ridgeland Elementary School,2701011,E,90.83,89.2,"$52,465","$51,260",,,,,"$81,597","$79,143","$8,336",N/A,"$1,173",N/A,"$2,536",N/A,$981,N/A,"$10,872",N/A,"$2,154",N/A,"$13,025",
2019,Jasper,Hardeeville-Ridgeland Middle School,2701012,M,91.13,88.5,"$51,539","$51,318",,,,,"$81,597","$79,143","$7,338",N/A,$903,N/A,"$3,139",N/A,$349,N/A,"$10,477",N/A,"$1,252",N/A,"$11,729",
2019,Jasper,Ridgland-Hardeeville High School,2701013,H,85.71,83.2,"$52,887","$54,005",,,,,"$81,597","$79,143","$7,012",N/A,$331,N/A,"$3,775",N/A,$242,N/A,"$10,787",N/A,$573,N/A,"$11,360",
2019,Jasper,Jasper,2701999,D,88.74,87.3,"$51,990","$52,154",$50,$52,$42,$47,"$81,597","$79,143","$8,104",N/A,$931,N/A,"$2,964",N/A,$705,N/A,"$11,067",N/A,"$1,635",N/A,"$12,703","$13,164"
2019,Kershaw County School District,North Central High School,2801003,H,64.57,65.0,"$47,582","$47,287",,,,,"$88,171","$85,162","$10,867",N/A,$531,N/A,"$1,987",N/A,$321,N/A,"$12,853",N/A,$852,N/A,"$13,705",
2019,Kershaw County School District,Camden High School,2801005,H,57.86,58.4,"$53,630","$52,374",,,,,"$88,171","$85,162","$7,783",N/A,$452,N/A,"$1,391",N/A,$244,N/A,"$9,174",N/A,$696,N/A,"$9,870",
2019,Kershaw County School District,Lugoff Elgin High School,2801007,H,44.9,44.6,"$53,133","$52,914",,,,,"$88,171","$85,162","$5,969",N/A,$314,N/A,"$1,168",N/A,$201,N/A,"$7,137",N/A,$515,N/A,"$7,652",
2019,Kershaw County School District,Baron Dekalb Elementary School,2801010,E,75.11,67.9,"$52,827","$48,402",,,,,"$88,171","$85,162","$7,437",N/A,"$1,423",N/A,"$1,305",N/A,$592,N/A,"$8,742",N/A,"$2,015",N/A,"$10,757",
2019,Kershaw County School District,Bethune Elementary School,2801011,E,89.68,79.8,"$55,888","$45,621",,,,,"$88,171","$85,162","$9,679",N/A,$632,N/A,"$2,554",N/A,$471,N/A,"$12,234",N/A,"$1,103",N/A,"$13,336",
2019,Kershaw County School District,Blaney Elementary,2801012,E,65.26,63.1,"$56,997","$56,885",,,,,"$88,171","$85,162","$6,296",N/A,$786,N/A,"$1,015",N/A,$323,N/A,"$7,311",N/A,"$1,108",N/A,"$8,420",
2019,Kershaw County School District,Jackson School,2801013,E,83.67,81.3,"$47,574","$48,650",,,,,"$88,171","$85,162","$6,043",N/A,$898,N/A,"$1,309",N/A,$506,N/A,"$7,352",N/A,"$1,404",N/A,"$8,756",
2019,Kershaw County School District,Camden Middle School,2801014,M,65.19,64.0,"$52,255","$54,066",,,,,"$88,171","$85,162","$6,556",N/A,$439,N/A,"$1,348",N/A,$315,N/A,"$7,904",N/A,$753,N/A,"$8,657",
2019,Kershaw County School District,Camden Elementary School Of The Creative Arts,2801015,E,56.24,55.7,"$48,289","$49,175",,,,,"$88,171","$85,162","$6,271",N/A,$787,N/A,"$1,165",N/A,$308,N/A,"$7,436",N/A,"$1,095",N/A,"$8,531",
2019,Kershaw County School District,Lugoff-Elgin Middle School,2801016,M,49.93,45.1,"$50,639","$50,418",,,,,"$88,171","$85,162","$7,229",N/A,$366,N/A,"$1,213",N/A,$292,N/A,"$8,442",N/A,$658,N/A,"$9,099",
2019,Kershaw County School District,Lugoff Elementary School,2801018,E,59.24,58.3,"$52,647","$53,364",,,,,"$88,171","$85,162","$6,208",N/A,$677,N/A,$988,N/A,$485,N/A,"$7,196",N/A,"$1,161",N/A,"$8,357",
2019,Kershaw County School District,Midway Elementary,2801019,E,79.02,76.0,"$50,749","$51,149",,,,,"$88,171","$85,162","$6,281",N/A,"$1,205",N/A,"$1,116",N/A,$402,N/A,"$7,397",N/A,"$1,607",N/A,"$9,003",
2019,Kershaw County School District,Mt. Pisgah Elementary,2801020,E,68.46,70.6,"$54,953","$58,065",,,,,"$88,171","$85,162","$8,712",N/A,$699,N/A,"$1,567",N/A,$478,N/A,"$10,280",N/A,"$1,177",N/A,"$11,457",
2019,Kershaw County School District,Pine Tree Hill Elementary School,2801021,E,63.37,61.8,"$53,949","$51,374",,,,,"$88,171","$85,162","$7,156",N/A,"$1,252",N/A,"$1,144",N/A,$521,N/A,"$8,300",N/A,"$1,773",N/A,"$10,073",
2019,Kershaw County School District,Wateree Elementary School,2801022,E,55.11,54.6,"$50,864","$50,010",,,,,"$88,171","$85,162","$5,737",N/A,$371,N/A,"$1,020",N/A,$336,N/A,"$6,757",N/A,$707,N/A,"$7,464",
2019,Kershaw County School District,Leslie M. Stover Middle School,2801023,M,58.45,55.3,"$50,254","$49,223",,,,,"$88,171","$85,162","$7,090",N/A,$367,N/A,"$1,289",N/A,$292,N/A,"$8,378",N/A,$658,N/A,"$9,037",
2019,Kershaw County School District,Doby's Mill Elementary School,2801024,E,62.48,61.6,"$52,178","$54,476",,,,,"$88,171","$85,162","$6,848",N/A,$808,N/A,"$1,125",N/A,$416,N/A,"$7,973",N/A,"$1,224",N/A,"$9,198",
2019,Kershaw County School District,North Central Middle School,2801025,M,71.07,67.4,"$48,364","$46,617",,,,,"$88,171","$85,162","$7,440",N/A,$553,N/A,"$1,413",N/A,$300,N/A,"$8,853",N/A,$854,N/A,"$9,707",
2019,Kershaw County School District,Kershaw County School District,2801999,D,60.71,59.1,"$51,880","$51,631",$57,$58,$51,$54,"$88,171","$85,162","$6,836",N/A,$614,N/A,"$1,247",N/A,$338,N/A,"$8,083",N/A,$951,N/A,"$9,034","$9,668"
2019,Lancaster County School District,Buford High School,2901002,H,46.54,49.4,"$52,142","$52,242",,,,,"$84,089","$81,488","$8,824",N/A,$398,N/A,"$1,615",N/A,$142,N/A,"$10,439",N/A,$540,N/A,"$10,978",
