ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,StudentsinPoverty_PctCurrYr,StudentsinPoverty_PctLastYr,TCHSALARY_AvgCurrYr,TCHSALARY_AvgLastYr,ExpendforInstruct_PctCurrYr,ExpendforInstruct_PctLastYr,ExpendforTchSalaries_PctCurrYr,ExpendforTchSalaries_PctLastYr,AdminSalary_CurrYr,AdminSalary_LastYr,StateLocalPersonnelPPE_CurrYr,StateLocalPersonnelPPE_LastYr,FedPersonnelPPE_CurrYr,FedPersonnelPPE_LastYr,StateLocalNonPersPPE_CurrYr,StateLocalNonPersPPE_LastYr,FederalNonPersonnelPPE_CurrYr,FederalNonPersonnelPPE_LastYr,TotalStateLocalPPE_CurrYr,TotalStateLocalPPE_LastYr,TotalFederalPPE_CurrYr,TotalFederalPPE_LastYr,TotalPPE_CurrYr,TotalPPE_LastYr
2019,Charleston County School District,James B. Edwards Elementary,1001093,E,33.39,33.2,"$50,777","$48,199",,,,,"$94,935","$92,993","$7,078",N/A,$388,N/A,"$1,892",N/A,$322,N/A,"$8,970",N/A,$710,N/A,"$9,680",
2019,Charleston County School District,Buist Academy,1001094,E,11.69,13.9,"$54,365","$51,681",,,,,"$94,935","$92,993","$7,323",N/A,$329,N/A,"$2,438",N/A,$408,N/A,"$9,761",N/A,$737,N/A,"$10,498",
2019,Charleston County School District,Buist Academy,1001094,M,11.69,13.9,"$54,365","$51,681",,,,,"$94,935","$92,993","$7,323",N/A,$329,N/A,"$2,438",N/A,$408,N/A,"$9,761",N/A,$737,N/A,"$10,498",
2019,Charleston County School District,Mt. Zion Elementary,1001095,E,85.41,87.3,"$51,466","$48,796",,,,,"$94,935","$92,993","$7,810",N/A,"$2,220",N/A,"$2,257",N/A,"$1,099",N/A,"$10,067",N/A,"$3,318",N/A,"$13,385",
2019,Charleston County School District,Belle Hall Elementary,1001096,E,19.14,19.7,"$56,286","$53,743",,,,,"$94,935","$92,993","$7,320",N/A,$433,N/A,"$1,536",N/A,$302,N/A,"$8,856",N/A,$735,N/A,"$9,591",
2019,Charleston County School District,Charleston School Of The Arts,1001098,H,20.65,18.8,"$57,839","$54,946",,,,,"$94,935","$92,993","$7,723",N/A,$485,N/A,"$2,554",N/A,$493,N/A,"$10,277",N/A,$979,N/A,"$11,255",
2019,Charleston County School District,Charleston School Of The Arts,1001098,M,20.65,18.8,"$57,839","$54,946",,,,,"$94,935","$92,993","$7,723",N/A,$485,N/A,"$2,554",N/A,$493,N/A,"$10,277",N/A,$979,N/A,"$11,255",
2019,Charleston County School District,Academic Magnet High,1001099,H,8,7.3,"$62,474","$58,073",,,,,"$94,935","$92,993","$8,241",N/A,$207,N/A,"$2,854",N/A,$217,N/A,"$11,095",N/A,$424,N/A,"$11,519",
2019,Charleston County School District,Charleston Progressive Academy,1001101,E,91.1,89.7,"$51,845","$50,383",,,,,"$94,935","$92,993","$8,931",N/A,"$1,101",N/A,"$2,532",N/A,$787,N/A,"$11,462",N/A,"$1,888",N/A,"$13,350",
2019,Charleston County School District,Charles Pinckney Elementary,1001102,E,13.92,15.4,"$55,620","$53,136",,,,,"$94,935","$92,993","$6,453",N/A,$278,N/A,"$1,934",N/A,$422,N/A,"$8,386",N/A,$700,N/A,"$9,087",
2019,Charleston County School District,Thomas C. Cario Middle,1001103,M,15.72,17.6,"$54,493","$51,396",,,,,"$94,935","$92,993","$6,561",N/A,$415,N/A,"$1,858",N/A,$208,N/A,"$8,419",N/A,$623,N/A,"$9,042",
2019,Charleston County School District,West Ashley High,1001104,H,57.02,58.2,"$52,037","$51,122",,,,,"$94,935","$92,993","$7,318",N/A,$630,N/A,"$2,384",N/A,$458,N/A,"$9,702",N/A,"$1,088",N/A,"$10,790",
2019,Charleston County School District,West Ashley Middle,1001106,M,74.75,76.7,"$53,319","$48,776",,,,,"$94,935","$92,993","$8,864",N/A,"$1,268",N/A,"$2,885",N/A,$745,N/A,"$11,750",N/A,"$2,013",N/A,"$13,762",
2019,Charleston County School District,James Island Elementary,1001107,E,56.12,54.9,"$54,692","$54,674",,,,,"$94,935","$92,993","$7,534",N/A,$993,N/A,"$1,912",N/A,$424,N/A,"$9,446",N/A,"$1,418",N/A,"$10,863",
2019,Charleston County School District,Drayton Hall Elementary,1001109,E,37.11,39.5,"$53,710","$50,365",,,,,"$94,935","$92,993","$6,015",N/A,$616,N/A,"$1,593",N/A,$325,N/A,"$7,608",N/A,$941,N/A,"$8,549",
2019,Charleston County School District,Laurel Hill Primary,1001110,P,16.64,17.5,"$53,718","$54,303",,,,,"$94,935","$92,993","$8,058",N/A,$373,N/A,"$2,176",N/A,$326,N/A,"$10,234",N/A,$700,N/A,"$10,934",
2019,Charleston County School District,Jerry Zucker Middle School Of Science,1001111,M,85.76,85.2,"$51,368","$49,431",,,,,"$94,935","$92,993","$7,817",N/A,$978,N/A,"$2,872",N/A,$738,N/A,"$10,689",N/A,"$1,716",N/A,"$12,405",
2019,Charleston County School District,Pinehurst Elementary,1001112,E,88.74,85.8,"$49,657","$46,357",,,,,"$94,935","$92,993","$6,332",N/A,$652,N/A,"$1,737",N/A,$602,N/A,"$8,069",N/A,"$1,254",N/A,"$9,324",
2019,Charleston County School District,Montessori Community School,1001113,E,20.14,26.6,"$51,595","$47,260",,,,,"$94,935","$92,993","$8,184",N/A,$207,N/A,"$2,569",N/A,$198,N/A,"$10,754",N/A,$405,N/A,"$11,159",
2019,Charleston County School District,Montessori Community School,1001113,M,20.14,26.6,"$51,595","$47,260",,,,,"$94,935","$92,993","$8,184",N/A,$207,N/A,"$2,569",N/A,$198,N/A,"$10,754",N/A,$405,N/A,"$11,159",
2019,Charleston County School District,North Charleston Creative Arts Elementary,1001114,E,68.32,72.4,"$50,056","$48,286",,,,,"$94,935","$92,993","$8,277",N/A,$658,N/A,"$2,223",N/A,$617,N/A,"$10,501",N/A,"$1,275",N/A,"$11,776",
2019,Charleston County School District,Simmons Pinckney Middle,1001115,M,98.17,94.9,"$51,879","$47,035",,,,,"$94,935","$92,993","$12,095",N/A,$630,N/A,"$2,483",N/A,$463,N/A,"$14,578",N/A,"$1,092",N/A,"$15,670",
2019,Charleston County School District,Deer Park Middle,1001116,M,80.14,81.8,"$53,808","$45,587",,,,,"$94,935","$92,993","$6,956",N/A,$799,N/A,"$2,062",N/A,$722,N/A,"$9,019",N/A,"$1,521",N/A,"$10,539",
2019,Charleston County School District,Carolina Park Elementary,1001117,E,17.11,17.2,"$56,670","$52,855",,,,,"$94,935","$92,993","$7,071",N/A,$453,N/A,"$2,046",N/A,$320,N/A,"$9,117",N/A,$774,N/A,"$9,890",
2019,Charleston County School District,Camp Road Middle,1001118,M,45.37,45.5,"$53,406","$51,012",,,,,"$94,935","$92,993","$6,758",N/A,$666,N/A,"$1,502",N/A,$354,N/A,"$8,260",N/A,"$1,019",N/A,"$9,279",
2019,Charleston County School District,Meeting Street Elementary,1001200,E,92.04,88.7,"$47,945","$44,211",,,,,"$94,935","$92,993","$13,226",N/A,$366,N/A,"$4,189",N/A,$882,N/A,"$17,415",N/A,"$1,248",N/A,"$18,662",
2019,Charleston County School District,Charleston Development Academy,1001612,E,85.87,85.6,"$44,681","$41,754",,,,,"$94,935","$92,993","$6,323",N/A,$414,N/A,"$1,514",N/A,$148,N/A,"$7,837",N/A,$562,N/A,"$8,399",
2019,Charleston County School District,Charleston Development Academy,1001612,M,85.87,85.6,"$44,681","$41,754",,,,,"$94,935","$92,993","$6,323",N/A,$414,N/A,"$1,514",N/A,$148,N/A,"$7,837",N/A,$562,N/A,"$8,399",
2019,Charleston County School District,East Cooper Montessori Charter School,1001614,E,16.07,13.6,"$52,444","$51,825",,,,,"$94,935","$92,993","$8,128",N/A,$374,N/A,"$1,248",N/A,$159,N/A,"$9,376",N/A,$533,N/A,"$9,909",
2019,Charleston County School District,East Cooper Montessori Charter School,1001614,M,16.07,13.6,"$52,444","$51,825",,,,,"$94,935","$92,993","$8,128",N/A,$374,N/A,"$1,248",N/A,$159,N/A,"$9,376",N/A,$533,N/A,"$9,909",
2019,Charleston County School District,Greg Mathis Charter,1001615,H,100,98.0,"$37,878","$37,351",,,,,"$94,935","$92,993","$8,949",N/A,"$1,011",N/A,"$6,020",N/A,$0,N/A,"$14,969",N/A,"$1,011",N/A,"$15,980",
2019,Charleston County School District,James Island Charter High,1001616,H,37.72,38.4,"$55,461","$52,687",,,,,"$94,935","$92,993","$7,447",N/A,$349,N/A,"$1,969",N/A,$163,N/A,"$9,416",N/A,$511,N/A,"$9,927",
2019,Charleston County School District,Orange Grove Charter,1001618,E,23.95,27.2,"$57,082","$55,250",,,,,"$94,935","$92,993","$6,912",N/A,$263,N/A,$993,N/A,$146,N/A,"$7,905",N/A,$409,N/A,"$8,314",
2019,Charleston County School District,Orange Grove Charter,1001618,M,23.95,27.2,"$57,082","$55,250",,,,,"$94,935","$92,993","$6,912",N/A,$263,N/A,$993,N/A,$146,N/A,"$7,905",N/A,$409,N/A,"$8,314",
2019,Charleston County School District,Charleston Charter School For Math And Science,1001620,H,53.97,52.8,"$49,195","$47,444",,,,,"$94,935","$92,993","$7,055",N/A,$179,N/A,"$3,246",N/A,$0,N/A,"$10,301",N/A,$179,N/A,"$10,480",
2019,Charleston County School District,Charleston Charter School For Math And Science,1001620,M,53.97,52.8,"$49,195","$47,444",,,,,"$94,935","$92,993","$7,055",N/A,$179,N/A,"$3,246",N/A,$0,N/A,"$10,301",N/A,$179,N/A,"$10,480",
2019,Charleston County School District,Pattison's Academy For Comprehensive Education,1001628,E,91.67,86.8,"$38,965","$40,143",,,,,"$94,935","$92,993","$16,380",N/A,"$1,647",N/A,"$12,709",N/A,$0,N/A,"$29,089",N/A,"$1,647",N/A,"$30,736",
2019,Charleston County School District,Pattison's Academy For Comprehensive Education,1001628,H,91.67,86.8,"$38,965","$40,143",,,,,"$94,935","$92,993","$16,380",N/A,"$1,647",N/A,"$12,709",N/A,$0,N/A,"$29,089",N/A,"$1,647",N/A,"$30,736",
2019,Charleston County School District,Pattison's Academy For Comprehensive Education,1001628,M,91.67,86.8,"$38,965","$40,143",,,,,"$94,935","$92,993","$16,380",N/A,"$1,647",N/A,"$12,709",N/A,$0,N/A,"$29,089",N/A,"$1,647",N/A,"$30,736",
2019,Charleston County School District,Carolina Voyager,1001629,E,40.14,46.2,"$47,215","$44,060",,,,,"$94,935","$92,993","$6,088",N/A,$108,N/A,"$2,583",N/A,$0,N/A,"$8,671",N/A,$109,N/A,"$8,780",
2019,Charleston County School District,Allegro Charter School Of Music,1001630,H,50.94,46.8,"$43,947","$41,941",,,,,"$94,935","$92,993","$6,744",N/A,$131,N/A,"$2,950",N/A,$0,N/A,"$9,694",N/A,$131,N/A,"$9,825",
2019,Charleston County School District,Allegro Charter School Of Music,1001630,M,50.94,46.8,"$43,947","$41,941",,,,,"$94,935","$92,993","$6,744",N/A,$131,N/A,"$2,950",N/A,$0,N/A,"$9,694",N/A,$131,N/A,"$9,825",
2019,Charleston County School District,Prestige Preparatory Academy,1001631,E,91.11,94.1,"$44,673","$39,758",,,,,"$94,935","$92,993","$7,685",N/A,$244,N/A,"$3,343",N/A,"$5,434",N/A,"$11,027",N/A,"$5,678",N/A,"$16,706",
2019,Charleston County School District,Charleston County School District,1001999,D,52.67,53.3,"$52,783","$50,068",$51,$52,$46,$50,"$94,935","$92,993","$6,810",N/A,$814,N/A,"$2,002",N/A,$492,N/A,"$8,812",N/A,"$1,306",N/A,"$10,119","$9,794"
2019,Cherokee County Schools,Blacksburg High School,1101001,H,66.53,65.9,"$51,730","$51,679",,,,,"$78,798","$79,693","$9,449",N/A,$517,N/A,"$1,350",N/A,$411,N/A,"$10,799",N/A,$928,N/A,"$11,727",
2019,Cherokee County Schools,John E Ewing Middle School,1101002,M,82.12,77.7,"$51,518","$49,707",,,,,"$78,798","$79,693","$8,165",N/A,"$1,006",N/A,"$1,202",N/A,"$1,023",N/A,"$9,367",N/A,"$2,028",N/A,"$11,396",
2019,Cherokee County Schools,Gaffney High School,1101003,H,65.31,64.6,"$51,817","$51,541",,,,,"$78,798","$79,693","$7,180",N/A,$544,N/A,"$1,230",N/A,$411,N/A,"$8,410",N/A,$956,N/A,"$9,365",
2019,Cherokee County Schools,Granard Middle,1101004,M,62.66,57.9,"$49,303","$51,035",,,,,"$78,798","$79,693","$7,690",N/A,$414,N/A,"$1,044",N/A,$373,N/A,"$8,734",N/A,$787,N/A,"$9,521",
2019,Cherokee County Schools,Alma Elementary School,1101005,E,90.5,85.3,"$48,795","$48,765",,,,,"$78,798","$79,693","$7,450",N/A,"$1,185",N/A,$891,N/A,$688,N/A,"$8,341",N/A,"$1,873",N/A,"$10,214",
2019,Cherokee County Schools,Blacksburg Middle School,1101007,M,70.4,68.9,"$47,169","$47,179",,,,,"$78,798","$79,693","$8,117",N/A,$600,N/A,"$1,295",N/A,$720,N/A,"$9,412",N/A,"$1,320",N/A,"$10,732",
2019,Cherokee County Schools,Corinth Elementary School,1101009,E,69.88,70.7,"$49,469","$50,525",,,,,"$78,798","$79,693","$6,695",N/A,$804,N/A,$778,N/A,$513,N/A,"$7,473",N/A,"$1,317",N/A,"$8,790",
2019,Cherokee County Schools,Draytonville Elementary School,1101010,E,90,89.7,"$52,057","$50,619",,,,,"$78,798","$79,693","$7,221",N/A,"$1,045",N/A,$872,N/A,$652,N/A,"$8,093",N/A,"$1,697",N/A,"$9,790",
2019,Cherokee County Schools,Mary Bramlett Elementary,1101011,E,94.14,92.8,"$44,765","$44,757",,,,,"$78,798","$79,693","$8,435",N/A,"$1,671",N/A,"$1,293",N/A,$846,N/A,"$9,728",N/A,"$2,517",N/A,"$12,245",
2019,Cherokee County Schools,Goucher Elementary School,1101012,E,85.37,82.2,"$50,625","$51,356",,,,,"$78,798","$79,693","$7,893",N/A,$523,N/A,$915,N/A,$657,N/A,"$8,808",N/A,"$1,180",N/A,"$9,988",
2019,Cherokee County Schools,B D Lee Elementary School,1101015,E,90.95,88.4,"$44,935","$48,146",,,,,"$78,798","$79,693","$7,711",N/A,"$1,103",N/A,$922,N/A,$553,N/A,"$8,634",N/A,"$1,655",N/A,"$10,289",
2019,Cherokee County Schools,Luther Vaughan Elementary,1101019,E,96.02,92.7,"$48,504","$47,215",,,,,"$78,798","$79,693","$8,031",N/A,"$1,021",N/A,"$1,047",N/A,$759,N/A,"$9,078",N/A,"$1,780",N/A,"$10,858",
2019,Cherokee County Schools,Blacksburg Elementary School,1101020,E,74.72,73.8,"$51,540","$50,777",,,,,"$78,798","$79,693","$6,615",N/A,$616,N/A,$938,N/A,$580,N/A,"$7,553",N/A,"$1,196",N/A,"$8,749",
2019,Cherokee County Schools,Limestone Central Elementary School,1101021,E,86.22,80.6,"$47,855","$44,519",,,,,"$78,798","$79,693","$4,981",N/A,"$1,175",N/A,"$2,514",N/A,$616,N/A,"$7,495",N/A,"$1,791",N/A,"$9,286",
2019,Cherokee County Schools,Grassy Pond Elementary,1101022,E,62.48,60.9,"$52,608","$52,439",,,,,"$78,798","$79,693","$6,567",N/A,$687,N/A,$781,N/A,$556,N/A,"$7,348",N/A,"$1,243",N/A,"$8,591",
2019,Cherokee County Schools,Northwest Elementary School,1101023,E,58.56,55.5,"$52,182","$50,802",,,,,"$78,798","$79,693","$6,970",N/A,$599,N/A,$797,N/A,$515,N/A,"$7,767",N/A,"$1,115",N/A,"$8,882",
2019,Cherokee County Schools,Gaffney Middle School,1101024,M,80.82,81.0,"$51,852","$50,400",,,,,"$78,798","$79,693","$8,475",N/A,$726,N/A,"$1,255",N/A,$678,N/A,"$9,730",N/A,"$1,404",N/A,"$11,134",
2019,Cherokee County Schools,Blacksburg Primary School,1101025,P,80.19,79.6,"$49,358","$48,404",,,,,"$78,798","$79,693","$6,402",N/A,$954,N/A,$940,N/A,$555,N/A,"$7,342",N/A,"$1,508",N/A,"$8,851",
2019,Cherokee County Schools,Cherokee County Schools,1101999,D,74.29,72.3,"$50,253","$49,994",$57,$58,$49,$51,"$78,798","$79,693","$7,397",N/A,$756,N/A,"$1,143",N/A,$565,N/A,"$8,540",N/A,"$1,321",N/A,"$9,861","$10,527"
2019,Chester County School District,Chester High School,1201002,H,76.29,74.5,"$48,632","$48,909",,,,,"$82,571","$80,353","$6,922",N/A,$595,N/A,"$1,882",N/A,$371,N/A,"$8,805",N/A,$965,N/A,"$9,770",
2019,Chester County School District,Chester Middle School,1201004,M,86.95,83.6,"$50,072","$49,981",,,,,"$82,571","$80,353","$7,180",N/A,$994,N/A,"$1,896",N/A,$624,N/A,"$9,076",N/A,"$1,618",N/A,"$10,694",
2019,Chester County School District,Great Falls High School,1201005,H,77.51,75.2,"$48,764","$46,495",,,,,"$82,571","$80,353","$11,276",N/A,$714,N/A,"$2,692",N/A,$514,N/A,"$13,968",N/A,"$1,228",N/A,"$15,195",
2019,Chester County School District,Great Falls High School,1201005,M,77.51,75.2,"$48,764","$46,495",,,,,"$82,571","$80,353","$11,276",N/A,$714,N/A,"$2,692",N/A,$514,N/A,"$13,968",N/A,"$1,228",N/A,"$15,195",
2019,Chester County School District,Lewisville High School,1201006,H,51.97,53.6,"$51,140","$49,370",,,,,"$82,571","$80,353","$9,617",N/A,$426,N/A,"$2,210",N/A,$368,N/A,"$11,827",N/A,$794,N/A,"$12,621",
2019,Chester County School District,Lewisville Middle School,1201008,M,64.9,63.9,"$49,472","$49,338",,,,,"$82,571","$80,353","$7,193",N/A,$513,N/A,"$1,871",N/A,$439,N/A,"$9,064",N/A,$952,N/A,"$10,016",
2019,Chester County School District,Great Falls Elementary School,1201011,E,86.91,89.0,"$46,033","$48,200",,,,,"$82,571","$80,353","$9,009",N/A,"$1,047",N/A,"$1,791",N/A,$813,N/A,"$10,800",N/A,"$1,860",N/A,"$12,661",
2019,Chester County School District,Lewisville Elementary School,1201014,E,74.75,73.5,"$51,295","$48,578",,,,,"$82,571","$80,353","$6,619",N/A,$801,N/A,"$1,315",N/A,$591,N/A,"$7,934",N/A,"$1,392",N/A,"$9,326",
2019,Chester County School District,Chester Park Elementary School Of Inquiry,1201018,E,94.44,92.8,"$50,523","$49,613",,,,,"$82,571","$80,353","$6,755",N/A,"$1,264",N/A,"$1,497",N/A,$732,N/A,"$8,252",N/A,"$1,996",N/A,"$10,248",
2019,Chester County School District,Chester Park Elementary School Of The Arts,1201020,E,84.33,82.5,"$48,792","$49,792",,,,,"$82,571","$80,353","$7,706",N/A,$955,N/A,"$1,469",N/A,$685,N/A,"$9,175",N/A,"$1,640",N/A,"$10,815",
2019,Chester County School District,Chester Park Center Of Literacy Through Technology,1201021,E,95.34,93.9,"$43,997","$44,813",,,,,"$82,571","$80,353","$6,102",N/A,"$1,024",N/A,"$1,373",N/A,"$1,480",N/A,"$7,475",N/A,"$2,503",N/A,"$9,978",
2019,Chester County School District,The Academy For Teaching And Learning,1201601,E,66.48,64.4,"$55,596","$55,483",,,,,"$82,571","$80,353","$6,509",N/A,$790,N/A,"$2,123",N/A,$180,N/A,"$8,632",N/A,$970,N/A,"$9,603",
2019,Chester County School District,The Academy For Teaching And Learning,1201601,M,66.48,64.4,"$55,596","$55,483",,,,,"$82,571","$80,353","$6,509",N/A,$790,N/A,"$2,123",N/A,$180,N/A,"$8,632",N/A,$970,N/A,"$9,603",
2019,Chester County School District,Chester County School District,1201999,D,78.79,78.0,"$49,309","$49,019",$51,$49,$46,$46,"$82,571","$80,353","$7,526",N/A,$836,N/A,"$1,784",N/A,$621,N/A,"$9,310",N/A,"$1,457",N/A,"$10,767","$10,305"
2019,Chesterfield County School District,Cheraw High School,1301001,H,68.67,69.1,"$48,084","$48,060",,,,,"$84,003","$82,591","$8,437",N/A,$510,N/A,"$1,650",N/A,$410,N/A,"$10,087",N/A,$920,N/A,"$11,007",
2019,Chesterfield County School District,Chesterfield High School,1301002,H,62.5,62.8,"$50,507","$50,630",,,,,"$84,003","$82,591","$7,732",N/A,$442,N/A,"$1,522",N/A,$460,N/A,"$9,254",N/A,$902,N/A,"$10,156",
2019,Chesterfield County School District,Long Middle School,1301005,M,80.3,73.6,"$51,930","$49,878",,,,,"$84,003","$82,591","$7,557",N/A,$970,N/A,"$1,273",N/A,$399,N/A,"$8,830",N/A,"$1,369",N/A,"$10,199",
2019,Chesterfield County School District,Mcbee High School,1301006,H,64.92,66.3,"$46,244","$47,906",,,,,"$84,003","$82,591","$7,567",N/A,$491,N/A,"$1,848",N/A,$476,N/A,"$9,415",N/A,$967,N/A,"$10,383",
2019,Chesterfield County School District,Mcbee High School,1301006,M,64.92,66.3,"$46,244","$47,906",,,,,"$84,003","$82,591","$7,567",N/A,$491,N/A,"$1,848",N/A,$476,N/A,"$9,415",N/A,$967,N/A,"$10,383",
2019,Chesterfield County School District,Central High School,1301007,H,68.83,69.1,"$47,814","$46,393",,,,,"$84,003","$82,591","$8,798",N/A,$550,N/A,"$1,469",N/A,$387,N/A,"$10,268",N/A,$937,N/A,"$11,204",
2019,Chesterfield County School District,New Heights Middle School,1301008,M,79.88,77.7,"$45,916","$44,976",,,,,"$84,003","$82,591","$6,640",N/A,$764,N/A,"$1,140",N/A,$525,N/A,"$7,780",N/A,"$1,289",N/A,"$9,068",
2019,Chesterfield County School District,Cheraw Primary,1301012,P,86.48,83.6,"$52,642","$50,773",,,,,"$84,003","$82,591","$6,278",N/A,"$1,239",N/A,$975,N/A,$538,N/A,"$7,253",N/A,"$1,777",N/A,"$9,030",
2019,Chesterfield County School District,Edwards Elementary School,1301014,E,71.35,74.7,"$48,578","$50,199",,,,,"$84,003","$82,591","$7,217",N/A,$915,N/A,"$1,020",N/A,$469,N/A,"$8,237",N/A,"$1,384",N/A,"$9,621",
2019,Chesterfield County School District,Jefferson Elementary School,1301015,E,76.88,75.1,"$45,480","$46,113",,,,,"$84,003","$82,591","$6,154",N/A,"$1,025",N/A,$910,N/A,$436,N/A,"$7,063",N/A,"$1,461",N/A,"$8,524",
2019,Chesterfield County School District,Petersburg Primary School,1301019,P,89.02,84.6,"$46,505","$43,969",,,,,"$84,003","$82,591","$6,472",N/A,"$1,366",N/A,$983,N/A,$535,N/A,"$7,455",N/A,"$1,901",N/A,"$9,355",
2019,Chesterfield County School District,Mcbee Elementary School,1301020,E,74.89,74.1,"$49,767","$50,642",,,,,"$84,003","$82,591","$7,605",N/A,$513,N/A,"$1,051",N/A,$453,N/A,"$8,657",N/A,$965,N/A,"$9,622",
2019,Chesterfield County School District,Plainview Elementary School,1301021,E,70.19,70.4,"$48,240","$46,393",,,,,"$84,003","$82,591","$8,088",N/A,$768,N/A,"$1,130",N/A,$546,N/A,"$9,218",N/A,"$1,314",N/A,"$10,532",
2019,Chesterfield County School District,Ruby Elementary School,1301023,E,68.82,66.3,"$51,469","$51,015",,,,,"$84,003","$82,591","$7,347",N/A,$772,N/A,$934,N/A,$557,N/A,"$8,281",N/A,"$1,330",N/A,"$9,610",
2019,Chesterfield County School District,Cheraw Intermediate School,1301026,E,83.11,84.7,"$46,831","$45,794",,,,,"$84,003","$82,591","$6,609",N/A,"$1,093",N/A,$973,N/A,$461,N/A,"$7,582",N/A,"$1,554",N/A,"$9,136",
2019,Chesterfield County School District,Pageland Elementary,1301027,E,83.33,83.8,"$44,156","$41,973",,,,,"$84,003","$82,591","$5,978",N/A,"$1,193",N/A,"$1,021",N/A,$556,N/A,"$6,999",N/A,"$1,750",N/A,"$8,749",
2019,Chesterfield County School District,Chesterfield-Ruby Middle School,1301028,M,68.54,68.7,"$47,121","$44,759",,,,,"$84,003","$82,591","$7,281",N/A,$842,N/A,"$1,313",N/A,$376,N/A,"$8,594",N/A,"$1,218",N/A,"$9,812",
2019,Chesterfield County School District,Chesterfield County School District,1301999,D,74.92,74.1,"$48,372","$47,604",$51,$53,$45,$50,"$84,003","$82,591","$7,272",N/A,$826,N/A,"$1,233",N/A,$467,N/A,"$8,504",N/A,"$1,293",N/A,"$9,797","$10,358"
2019,Clarendon School District One,Scott's Branch High School,1401001,H,90.65,87.7,"$44,355","$47,825",,,,,"$81,712","$79,458","$14,625",N/A,$641,N/A,"$5,078",N/A,$302,N/A,"$19,702",N/A,$943,N/A,"$20,645",
2019,Clarendon School District One,St. Paul Elementary,1401005,E,95.21,92.0,"$42,168","$39,491",,,,,"$81,712","$79,458","$7,991",N/A,"$1,115",N/A,"$3,236",N/A,$601,N/A,"$11,227",N/A,"$1,716",N/A,"$12,943",
2019,Clarendon School District One,Scott's Branch Middle School,1401020,M,90.06,91.9,"$44,163","$44,816",,,,,"$81,712","$79,458","$5,540",N/A,"$1,274",N/A,"$2,744",N/A,$987,N/A,"$8,284",N/A,"$2,261",N/A,"$10,545",
2019,Clarendon School District One,Summerton Early Childhood Center,1401022,P,92.86,90.8,"$41,752","$47,701",,,,,"$81,712","$79,458","$9,106",N/A,"$1,371",N/A,"$3,243",N/A,$501,N/A,"$12,349",N/A,"$1,873",N/A,"$14,222",
2019,Clarendon School District One,Clarendon School District One,1401999,D,92.11,90.5,"$43,291","$45,290",$40,$47,$31,$43,"$81,712","$79,458","$9,710",N/A,"$1,080",N/A,"$3,660",N/A,$552,N/A,"$13,370",N/A,"$1,633",N/A,"$15,003","$14,087"
2019,Clarendon School District Two,Manning High School,1402007,H,80.77,82.7,"$51,467","$50,429",,,,,"$79,712","$79,843","$7,620",N/A,$606,N/A,"$1,308",N/A,$427,N/A,"$8,928",N/A,"$1,033",N/A,"$9,962",
2019,Clarendon School District Two,Manning Jr. High School,1402011,M,83.84,83.5,"$49,109","$48,541",,,,,"$79,712","$79,843","$7,155",N/A,"$1,302",N/A,"$1,304",N/A,$632,N/A,"$8,460",N/A,"$1,934",N/A,"$10,393",
2019,Clarendon School District Two,Manning Primary School,1402012,P,90.43,89.2,"$48,700","$49,049",,,,,"$79,712","$79,843","$6,993",N/A,"$1,770",N/A,"$1,500",N/A,$778,N/A,"$8,493",N/A,"$2,547",N/A,"$11,040",
2019,Clarendon School District Two,Manning Elementary School,1402013,E,88.47,86.8,"$47,531","$46,786",,,,,"$79,712","$79,843","$6,211",N/A,"$1,447",N/A,$995,N/A,$631,N/A,"$7,206",N/A,"$2,078",N/A,"$9,284",
2019,Clarendon School District Two,Manning Early Childhood Center,1402014,P,90.96,89.9,"$55,307","$53,610",,,,,"$79,712","$79,843","$7,788",N/A,"$1,416",N/A,"$1,053",N/A,$549,N/A,"$8,841",N/A,"$1,964",N/A,"$10,805",
2019,Clarendon School District Two,Phoenix Charter High School,1402610,H,100,95.2,,,,,,,"$79,712","$79,843","$11,766",N/A,$696,N/A,"$2,654",N/A,$262,N/A,"$14,420",N/A,$957,N/A,"$15,377",
2019,Clarendon School District Two,Clarendon School District Two,1402999,D,86.43,86.1,"$50,611","$49,755",$53,$49,$45,$46,"$79,712","$79,843","$7,220",N/A,"$1,215",N/A,"$1,230",N/A,$573,N/A,"$8,450",N/A,"$1,788",N/A,"$10,238","$11,358"
2019,Clarendon County School District Three,East Clarendon Middle / High School,1403016,H,62.36,58.3,"$47,511","$48,064",,,,,"$75,325","$73,538","$6,329",N/A,$524,N/A,"$2,058",N/A,$312,N/A,"$8,387",N/A,$836,N/A,"$9,223",
2019,Clarendon County School District Three,East Clarendon Middle / High School,1403016,M,62.36,58.3,"$47,511","$48,064",,,,,"$75,325","$73,538","$6,329",N/A,$524,N/A,"$2,058",N/A,$312,N/A,"$8,387",N/A,$836,N/A,"$9,223",
2019,Clarendon County School District Three,Walker Gamble Elementary School,1403019,E,64.35,67.1,"$46,472","$47,603",,,,,"$75,325","$73,538","$6,811",N/A,"$1,242",N/A,"$2,137",N/A,$876,N/A,"$8,948",N/A,"$2,119",N/A,"$11,066",
